Id,IsDeleted,CampaignId,LeadId,ContactId,Status,HasResponded,IsPrimary,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,FirstRespondedDate
00v1R00001RSNGyQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLhlQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:22,2018-11-05
00v1R00001RSNHuQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLoNQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNGzQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLhmQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:22,2018-11-05
00v1R00001RSLUZQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSN5vQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSNH0QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLk3QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:22,2018-11-05
00v1R00001RSNHvQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLZJQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSNH1QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLkJQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNHwQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSN1UQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:31,2018-11-05
00v1R00001RSNH2QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLkKQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLU4QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSMi8QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:29,2018-11-05
00v1R00001RSNH3QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLkLQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLW5QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSM4ZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:24,2018-11-05
00v1R00001RSNH4QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLkpQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNHxQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSNNRQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSNH5QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLkqQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNHyQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSMj9QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:29,2018-11-05
00v1R00001RSNH6QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLl3QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNHzQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSMJqQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:28,2018-11-05
00v1R00001RSNH7QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSLlIQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSNI0QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:32,2018-11-05
00v1R00001RSMR7QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:28,2018-11-05
00v1R00001RSLbdQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLeEQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLlJQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLlKQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLlLQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLlMQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLlNQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLm8QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLm9QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLnLQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLnMQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLo5QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLpsQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLptQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLpuQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLpvQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLe5QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:20,2018-11-05
00v1R00001RSLpwQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLpxQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLpyQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLTHQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLtLQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLtMQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLv6QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLV6QAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLv7QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLv8QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLv9QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLTZQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLvAQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLvxQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLSnQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLd9QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLwVQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwWQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwXQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwYQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzOQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzPQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwaQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzQQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwbQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzRQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLbHQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLzSQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLQfQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLzTQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLRAQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLzUQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwcQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzVQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwdQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzWQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLweQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzXQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwfQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzYQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwgQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzZQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLZgQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLzaQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLwhQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzbQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLUSQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLzcQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLx3QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzdQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxOQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzeQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxPQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzfQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxQQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzgQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxRQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzhQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxSQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLziQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxTQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzjQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLZhQAP,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLzkQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLxvQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzlQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLRCQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLa8QAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLzMQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzmQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzNQAX,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLznQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzoQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzpQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLSVQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:17,2018-11-05
00v1R00001RSLWAQA5,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:18,2018-11-05
00v1R00001RSLatQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:19,2018-11-05
00v1R00001RSLzqQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzrQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLzsQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSLztQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
00v1R00001RSM1iQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:24,2018-11-05
00v1R00001RSLzuQAH,0,7011R0000008b0mQAA,,,Targeted,1,0,2018-11-06,0053600000D5mROAAZ,2018-11-06,0053600000D5mROAAZ,11/6/18 1:23,2018-11-05
